   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   0.000,    0.000,    0.000,    0.000
   6.348,    2.577,   13.920, 2730.924
   6.408,    2.566,   13.971, 2741.248
   6.451,    2.564,   14.008, 2748.705
   6.476,    2.567,   14.028, 2753.054
   6.487,    2.572,   14.038, 2755.479
